kepid,kepoi_name,kepler_name,ra,dec
10797460,K00752.01,Kepler-227 b,291.93423,48.141651
10797460,K00752.02,Kepler-227 c,291.93423,48.141651
10811496,K00753.01,,297.00482,48.134129
10848459,K00754.01,,285.53461,48.28521
10854555,K00755.01,Kepler-664 b,288.75488,48.2262
10872983,K00756.01,Kepler-228 d,296.28613,48.22467
10872983,K00756.02,Kepler-228 c,296.28613,48.22467
10872983,K00756.03,Kepler-228 b,296.28613,48.22467
6721123,K00114.01,,298.86435,42.151569
10910878,K00757.01,Kepler-229 c,286.99948,48.37579
11446443,K00001.01,Kepler-1 b,286.80847,49.316399
10666592,K00002.01,Kepler-2 b,292.24728,47.969521
6922244,K00010.01,Kepler-8 b,281.28812,42.45108
10984090,K00112.02,Kepler-466 c,295.64871,48.49556
10419211,K00742.01,,297.07993,47.597401
10464078,K00743.01,,289.25821,47.635319
10480982,K00744.01,,295.81454,47.69035
10485250,K00745.01,,297.15442,47.668701
10526549,K00746.01,Kepler-660 b,288.13824,47.724449
10583066,K00747.01,Kepler-661 b,283.71088,47.86327
10583180,K00748.01,,283.76547,47.804298
10601284,K00749.01,Kepler-226 c,292.37613,47.880989
10601284,K00749.02,Kepler-226 b,292.37613,47.880989
10601284,K00749.03,Kepler-226 d,292.37613,47.880989
2306756,K00113.01,,292.27374,37.671558
10662202,K00750.01,Kepler-662 b,290.46512,47.92918
10682541,K00751.01,Kepler-663 b,297.80826,47.946671
11460018,K00769.01,Kepler-671 b,294.26581,49.314091
11463211,K00770.01,,295.66522,49.351009
11465813,K00771.01,,296.69861,49.316479
11493732,K00772.01,,283.72592,49.479519
11507101,K00773.01,Kepler-672 b,291.72202,49.480869
10910878,K00757.02,Kepler-229 d,286.99948,48.37579
10910878,K00757.03,Kepler-229 b,286.99948,48.37579
10987985,K00758.01,Kepler-665 b,297.02563,48.478588
11018648,K00759.01,Kepler-230 b,285.71854,48.505859
11018648,K00759.02,Kepler-230 c,285.71854,48.505859
11138155,K00760.01,Kepler-1976 b,292.16705,48.727589
11152159,K00761.01,,297.92365,48.777321
11153539,K00762.01,Kepler-666 b,298.45685,48.791592
11242721,K00763.01,,291.0939,48.933842
9579641,K00115.01,Kepler-105 b,287.88733,46.276241
11304958,K00764.01,Kepler-667 b,295.55505,49.017342
11391957,K00765.01,Kepler-668 b,285.49924,49.277351
11403044,K00766.01,Kepler-669 b,291.93616,49.253979
11414511,K00767.01,Kepler-670 b,297.01547,49.225288
11442465,K00768.01,,284.17233,49.360722
12110942,K00786.01,Kepler-680 b,291.62241,50.61824
12366084,K00787.01,Kepler-232 b,295.81616,51.121738
12366084,K00787.02,Kepler-232 c,295.81616,51.121738
12404086,K00788.01,Kepler-681 b,289.39972,51.25032
8395660,K00116.01,Kepler-106 c,300.86398,44.337551
9579641,K00115.02,Kepler-105 c,287.88733,46.276241
11656840,K00774.01,,288.98682,49.733742
11754553,K00775.01,Kepler-52 c,286.73804,49.97575
11754553,K00775.02,Kepler-52 b,286.73804,49.97575
11754553,K00775.03,Kepler-52 d,286.73804,49.97575
11812062,K00776.01,Kepler-673 b,290.78574,50.054119
11818800,K00777.01,,294.31686,50.080231
11853255,K00778.01,Kepler-674 b,285.17621,50.149818
11909839,K00779.01,,289.23553,50.241001
11918099,K00780.01,Kepler-675 b,293.83331,50.23035
11918099,K00780.02,,293.83331,50.23035
9579641,K00115.03,,287.88733,46.276241
11923270,K00781.01,Kepler-676 b,296.22195,50.28722
11960862,K00782.01,Kepler-677 b,290.09805,50.321609
12020329,K00783.01,Kepler-678 b,295.45529,50.49456
12066335,K00784.01,Kepler-231 c,293.97336,50.53191
12066335,K00784.02,Kepler-231 b,293.97336,50.53191
12070811,K00785.01,Kepler-679 b,296.02133,50.56778
8395660,K00116.02,Kepler-106 e,300.86398,44.337551
3120431,K00798.01,,292.31595,38.27029
3246984,K00799.01,,294.36819,38.31028
3342970,K00800.01,Kepler-234 b,291.65353,38.494659
3342970,K00800.02,Kepler-234 c,291.65353,38.494659
12459725,K00789.01,,291.0448,51.321671
12470844,K00790.01,Kepler-233 b,296.36652,51.319519
12470844,K00790.02,Kepler-233 c,296.36652,51.319519
12644822,K00791.01,Kepler-682 b,289.11221,51.737381
2440757,K00792.01,,290.84369,37.728828
2445129,K00793.01,,291.84891,37.713501
2713049,K00794.01,Kepler-683 b,291.43997,37.905659
3114167,K00795.01,Kepler-684 b,290.87051,38.273628
3114661,K00796.01,,290.99689,38.28492
3115833,K00797.01,,291.28195,38.241669
4139816,K00812.02,Kepler-235 d,286.07913,39.27832
4139816,K00812.03,Kepler-235 e,286.07913,39.27832
8395660,K00116.04,Kepler-106 d,300.86398,44.337551
4139816,K00812.04,Kepler-235 c,286.07913,39.27832
4275191,K00813.01,Kepler-688 b,294.65524,39.308361
4476123,K00814.01,Kepler-689 b,294.71063,39.52174
3351888,K00801.01,Kepler-685 b,293.87192,38.422939
3453214,K00802.01,,293.81619,38.563568
3554600,K00803.01,,293.94116,38.601101
3641726,K00804.01,Kepler-1727 b,290.33362,38.72823
3734868,K00805.01,,287.69675,38.886452
3832474,K00806.01,Kepler-30 d,285.28363,38.947281
8395660,K00116.03,Kepler-106 b,300.86398,44.337551
3832474,K00806.02,Kepler-30 c,285.28363,38.947281
3832474,K00806.03,Kepler-30 b,285.28363,38.947281
3836375,K00807.01,,286.92639,38.921631
3838486,K00808.01,,287.74881,38.92955
3935914,K00809.01,Kepler-686 b,285.21381,39.027481
3940418,K00810.01,Kepler-1728 b,287.09399,39.060719
4049131,K00811.01,Kepler-687 b,289.31543,39.153278
4139816,K00812.01,Kepler-235 b,286.07913,39.27832
5287983,K00828.01,,295.37805,40.493401
5358241,K00829.01,Kepler-53 b,290.46176,40.562462
10875245,K00117.02,Kepler-107 c,297.02826,48.208611
5358241,K00829.02,Kepler-53 d,290.46176,40.562462
5358241,K00829.03,Kepler-53 c,290.46176,40.562462
5358624,K00830.01,Kepler-428 b,290.58173,40.5774
4544670,K00815.01,,285.92001,39.624828
4664847,K00816.01,Kepler-690 b,294.4899,39.771439
4725681,K00817.01,Kepler-236 c,283.86639,39.898079
4725681,K00817.02,Kepler-236 b,283.86639,39.898079
4913852,K00818.01,Kepler-691 b,288.81201,40.033401
4932348,K00819.01,,294.14789,40.055538
4936180,K00820.01,,295.11371,40.071171
11913073,K00011.01,,291.06152,50.265129
10875245,K00117.01,Kepler-107 e,297.02826,48.208611
5021899,K00821.01,Kepler-692 b,294.77686,40.15374
5077629,K00822.01,,283.53845,40.217999
5115978,K00823.01,,296.00699,40.295429
5164255,K00824.01,Kepler-693 b,283.25354,40.358189
5252423,K00825.01,Kepler-237 c,283.22141,40.421829
5252423,K00825.02,Kepler-237 b,283.22141,40.421829
5272878,K00826.01,Kepler-694 b,291.14951,40.420521
5283542,K00827.01,,294.22397,40.417858
5649215,K00839.01,,298.96112,40.862808
5651104,K00840.01,Kepler-695 b,299.3161,40.82238
5792202,K00841.01,Kepler-27 b,292.23676,41.08588
10875245,K00117.04,Kepler-107 d,297.02826,48.208611
5792202,K00841.02,Kepler-27 c,292.23676,41.08588
5370302,K00831.01,,294.05676,40.549679
5372966,K00832.01,,294.74396,40.53392
5376067,K00833.01,,295.50439,40.505489
5436502,K00834.01,Kepler-238 e,287.89713,40.637821
5436502,K00834.02,Kepler-238 d,287.89713,40.637821
5436502,K00834.03,Kepler-238 c,287.89713,40.637821
5436502,K00834.04,Kepler-238 b,287.89713,40.637821
10875245,K00117.03,Kepler-107 b,297.02826,48.208611
5436502,K00834.05,Kepler-238 f,287.89713,40.637821
5456651,K00835.01,Kepler-239 b,294.20215,40.66341
5456651,K00835.02,Kepler-239 c,294.20215,40.66341
5481416,K00836.01,,299.64285,40.691238
5531576,K00837.01,Kepler-240 c,291.15878,40.750271
5531576,K00837.02,Kepler-240 b,291.15878,40.750271
5534814,K00838.01,,292.21436,40.759762
6291653,K00850.01,Kepler-702 b,293.87811,41.66177
6392727,K00851.01,Kepler-703 b,299.18686,41.74268
6422070,K00852.01,Kepler-704 b,283.31638,41.83712
6428700,K00853.01,Kepler-242 b,286.5657,41.808399
6428700,K00853.02,Kepler-242 c,286.5657,41.808399
5792202,K00841.03,Kepler-27 d,292.23676,41.08588
5794379,K00842.01,Kepler-241 b,292.91312,41.060921
5794379,K00842.02,Kepler-241 c,292.91312,41.060921
5881688,K00843.01,Kepler-696 b,293.49661,41.137589
6022556,K00844.01,Kepler-697 b,283.86441,41.346458
6032497,K00845.01,Kepler-698 b,288.51001,41.301769
6061119,K00846.01,Kepler-699 b,296.88821,41.396091
6191521,K00847.01,Kepler-700 b,287.1543,41.565788
6267425,K00848.01,,284.86929,41.679192
3531558,K00118.01,Kepler-467 b,287.36279,38.649601
6276477,K00849.01,Kepler-701 b,288.9942,41.633282
6863998,K00867.01,Kepler-709 b,292.10519,42.380322
6867155,K00868.01,,293.00797,42.307201
6948054,K00869.01,Kepler-245 b,291.63898,42.436321
6948054,K00869.02,Kepler-245 d,291.63898,42.436321
6948054,K00869.03,Kepler-245 c,291.63898,42.436321
6435936,K00854.01,Kepler-705 b,289.50848,41.812119
6522242,K00855.01,Kepler-706 b,291.76041,41.944069
6526710,K00856.01,,293.17929,41.969238
6587280,K00857.01,Kepler-243 b,285.11047,42.033958
9471974,K00119.01,Kepler-108 b,294.55917,46.062328
6587280,K00857.02,Kepler-243 c,285.11047,42.033958
6599919,K00858.01,,289.89777,42.009151
6675056,K00859.01,,286.24356,42.148811
6685526,K00861.01,Kepler-707 b,290.00757,42.116459
6756669,K00862.01,,284.08731,42.233231
6784235,K00863.01,Kepler-708 b,293.81647,42.212502
6849310,K00864.01,Kepler-244 b,287.24268,42.301369
6849310,K00864.02,Kepler-244 d,287.24268,42.301369
6849310,K00864.03,Kepler-244 c,287.24268,42.301369
6862328,K00865.01,,291.58377,42.36816
9471974,K00119.02,Kepler-108 c,294.55917,46.062328
6862603,K00866.01,,291.67172,42.343109
7366258,K00880.01,Kepler-82 b,292.87338,42.966141
7366258,K00880.02,Kepler-82 c,292.87338,42.966141
7366258,K00880.03,Kepler-82 e,292.87338,42.966141
7366258,K00880.04,Kepler-82 d,292.87338,42.966141
7373451,K00881.01,Kepler-712 b,294.90973,42.935261
6948054,K00869.04,Kepler-245 e,291.63898,42.436321
6949607,K00870.01,Kepler-28 b,292.13702,42.42942
6949607,K00870.02,Kepler-28 c,292.13702,42.42942
7031517,K00871.01,,291.11969,42.507069
11869052,K00120.01,,294.40192,50.172089
7109675,K00872.01,Kepler-46 b,289.26874,42.604172
7109675,K00872.02,Kepler-46 d,289.26874,42.604172
7118364,K00873.01,Kepler-710 b,291.96417,42.69614
7134976,K00874.01,Kepler-246 b,296.48343,42.663429
7134976,K00874.02,Kepler-246 c,296.48343,42.663429
7135852,K00875.01,Kepler-1729 b,296.69394,42.62611
7270230,K00876.01,,287.88412,42.832439
7287995,K00877.01,Kepler-81 b,293.63696,42.82497
7287995,K00877.02,Kepler-81 c,293.63696,42.82497
7287995,K00877.03,Kepler-81 d,293.63696,42.82497
3247396,K00121.01,,294.46088,38.383461
7303253,K00878.01,Kepler-711 b,297.46002,42.83992
5094751,K00123.01,Kepler-109 b,290.39273,40.28487
7678434,K00892.01,Kepler-716 b,290.39322,43.363899
7678434,K00892.02,Kepler-716 c,290.39322,43.363899
7685981,K00893.01,Kepler-717 b,292.96555,43.34639
7708215,K00894.01,,299.00143,43.399632
7373451,K00881.02,Kepler-712 c,294.90973,42.935261
7377033,K00882.01,,295.83536,42.943062
7380537,K00883.01,,296.68307,42.967869
7434875,K00884.01,Kepler-247 c,288.64252,43.039291
8349582,K00122.01,Kepler-95 b,284.48245,44.398041
7434875,K00884.02,Kepler-247 d,288.64252,43.039291
7434875,K00884.03,Kepler-247 b,288.64252,43.039291
7455287,K00886.01,Kepler-54 b,294.77393,43.056301
7455287,K00886.02,Kepler-54 c,294.77393,43.056301
7455287,K00886.03,Kepler-54 d,294.77393,43.056301
7458762,K00887.01,Kepler-713 b,295.65149,43.029831
7552344,K00888.01,,297.97513,43.164909
757450,K00889.01,Kepler-75 b,291.1376,36.577381
7585481,K00890.01,Kepler-714 b,282.69952,43.272739
7663691,K00891.01,Kepler-715 b,283.63077,43.379398
5812701,K00012.01,Kepler-448 b,297.45374,41.01099
8013419,K00901.01,,285.16748,43.876339
8018547,K00902.01,,287.85239,43.897991
8039892,K00903.01,Kepler-719 b,295.53613,43.884449
8150320,K00904.01,Kepler-55 d,285.16833,44.026459
8150320,K00904.02,Kepler-55 b,285.16833,44.026459
11086270,K00124.01,Kepler-110 b,292.92914,48.60281
7767559,K00895.01,,296.41019,43.455391
7825899,K00896.01,Kepler-248 c,293.0614,43.58136
7825899,K00896.02,Kepler-248 b,293.0614,43.58136
7849854,K00897.01,Kepler-718 b,299.56189,43.503559
7870390,K00898.01,Kepler-83 b,282.23251,43.66563
7870390,K00898.02,Kepler-83 d,282.23251,43.66563
5094751,K00123.02,Kepler-109 c,290.39273,40.28487
7870390,K00898.03,Kepler-83 c,282.23251,43.66563
7907423,K00899.01,Kepler-249 c,296.98505,43.65852
7907423,K00899.02,Kepler-249 b,296.98505,43.65852
7907423,K00899.03,Kepler-249 d,296.98505,43.65852
7938496,K00900.01,Kepler-1730 b,281.96063,43.70311
8490993,K00911.01,Kepler-722 b,290.26328,44.55645
8490993,K00911.02,Kepler-722 c,290.26328,44.55645
8505670,K00912.01,Kepler-252 c,295.57935,44.545959
8505670,K00912.02,Kepler-252 b,295.57935,44.545959
8544996,K00913.01,Kepler-723 b,284.83047,44.658138
8552202,K00914.01,,288.72665,44.60751
8150320,K00904.03,Kepler-55 c,285.16833,44.026459
8150320,K00904.04,Kepler-55 e,285.16833,44.026459
8150320,K00904.05,Kepler-55 f,285.16833,44.026459
8180063,K00905.01,,296.50754,44.036072
8226994,K00906.01,Kepler-250 c,289.59476,44.141949
8226994,K00906.02,Kepler-250 d,289.59476,44.141949
8226994,K00906.03,Kepler-250 b,289.59476,44.141949
8247638,K00907.01,Kepler-251 c,296.56622,44.105862
8247638,K00907.02,Kepler-251 d,296.56622,44.105862
8247638,K00907.03,Kepler-251 b,296.56622,44.105862
11086270,K00124.02,Kepler-110 c,292.92914,48.60281
8247638,K00907.04,Kepler-251 e,296.56622,44.105862
8255887,K00908.01,Kepler-720 b,298.63565,44.17094
8256049,K00909.01,,298.67862,44.175499
8414716,K00910.01,Kepler-721 b,284.43051,44.48053
9140402,K00928.01,,284.75943,45.599129
9141746,K00929.01,Kepler-730 b,285.55481,45.578861
9159275,K00930.01,,293.68494,45.51683
9166862,K00931.01,Kepler-731 b,296.39316,45.568562
9166870,K00932.01,,296.39542,45.56992
11449844,K00125.01,Kepler-468 b,288.90222,49.370491
8605074,K00915.01,,282.30603,44.714661
8628973,K00916.01,Kepler-724 b,293.45483,44.792789
8655354,K00917.01,,301.04956,44.706299
8672910,K00918.01,Kepler-725 b,283.97751,44.811562
8686150,K00919.01,,290.63898,44.806789
8689031,K00920.01,Kepler-726 b,291.71732,44.88731
8689373,K00921.01,Kepler-253 c,291.84198,44.858089
8689373,K00921.02,Kepler-253 d,291.84198,44.858089
8689373,K00921.03,Kepler-253 b,291.84198,44.858089
8826878,K00922.01,Kepler-727 b,294.84689,45.034409
5897826,K00126.01,Kepler-469 b,297.47586,41.114288
8883593,K00923.01,Kepler-728 b,291.09235,45.115528
8951215,K00924.01,,291.20804,45.244389
9016295,K00925.01,,289.72748,45.367661
9077124,K00926.01,Kepler-729 b,286.36011,45.414291
9097120,K00927.01,,294.71768,45.48576
9466668,K00939.01,Kepler-256 c,292.58044,46.097389
9466668,K00939.02,Kepler-256 d,292.58044,46.097389
9466668,K00939.03,Kepler-256 b,292.58044,46.097389
9466668,K00939.04,Kepler-256 e,292.58044,46.097389
9479273,K00940.01,Kepler-734 b,297.04562,46.027359
8359498,K00127.01,Kepler-77 b,289.60797,44.345421
9171801,K00933.01,,297.78848,45.565418
9334289,K00934.01,Kepler-254 b,288.1647,45.816509
9334289,K00934.02,Kepler-254 c,288.1647,45.816509
9334289,K00934.03,Kepler-254 d,288.1647,45.816509
9347899,K00935.01,Kepler-31 b,294.02301,45.853081
9347899,K00935.02,Kepler-31 c,294.02301,45.853081
9347899,K00935.03,Kepler-31 d,294.02301,45.853081
9347899,K00935.04,,294.02301,45.853081
9388479,K00936.01,Kepler-732 b,283.73203,45.958771
9388479,K00936.02,Kepler-732 c,283.73203,45.958771
11359879,K00128.01,Kepler-15 b,296.20059,49.140121
9406990,K00937.01,Kepler-733 b,293.01828,45.914688
9415172,K00938.01,Kepler-255 c,296.06424,45.976841
9415172,K00938.02,Kepler-255 d,296.06424,45.976841
9415172,K00938.03,Kepler-255 b,296.06424,45.976841
9904059,K00145.01,,296.81772,46.781509
3231341,K01102.02,Kepler-24 b,290.41327,38.34375
3231341,K01102.03,Kepler-24 e,290.41327,38.34375
3231341,K01102.04,Kepler-24 d,290.41327,38.34375
2860866,K01103.01,,293.22391,38.033581
7626506,K00150.02,Kepler-112 c,296.98102,43.209751
10460629,K01168.01,,287.58679,47.600021
10319385,K01169.01,,281.55118,47.469959
10482160,K01170.01,Kepler-1739 b,296.23215,47.678959
10485069,K01171.01,,297.10349,47.64357
3233043,K00966.01,,290.91119,38.335579
6579806,K00967.01,,281.66916,42.038639
3560301,K00968.01,,295.26682,38.61124
4044005,K00969.01,,287.61633,39.127239
11502218,K00970.01,,289.09323,49.424484
11180361,K00971.01,,286.0192,48.866741
5802246,K01044.01,,295.09866,41.007038
6066403,K01045.01,,298.13589,41.332062
6209637,K01046.01,,293.28799,41.560455
5988031,K01047.01,,298.77325,41.214729
7684873,K00014.01,,292.61194,43.305141
8559644,K00139.01,Kepler-111 c,291.65317,44.688271
2851100,K01104.01,,291.17068,38.008591
3130300,K01105.01,,294.52557,38.204632
3240158,K01106.01,Kepler-769 b,292.7131,38.358212
3240158,K01106.02,Kepler-769 c,292.7131,38.358212
3228959,K01107.01,,289.7962,38.351181
3218908,K01108.01,Kepler-770 b,286.49042,38.374908
10341913,K01172.01,,292.77588,47.461689
10480921,K01173.01,,295.79526,47.66396
10287723,K01174.01,,296.82162,47.354031
10350571,K01175.01,Kepler-784 b,295.92065,47.448608
10350571,K01175.02,Kepler-784 c,295.92065,47.448608
3749365,K01176.01,Kepler-785 b,292.0683,38.84227
11013201,K00972.01,,282.00031,48.542221
11673674,K00133.01,,297.31006,49.703041
11013201,K00972.02,,282.00031,48.542221
9414417,K00974.01,,295.80267,45.988079
3632418,K00975.01,Kepler-21 b,287.36182,38.714016
3441784,K00976.01,,290.94437,38.538868
5820218,K01048.01,,298.9917,41.074989
5876368,K01049.01,,291.82181,41.11269
5809890,K01050.01,Kepler-755 b,296.86099,41.09734
5809890,K01050.02,Kepler-755 c,296.86099,41.09734
6131236,K01051.01,Kepler-1734 b,294.16321,41.451801
9048161,K00146.01,,299.39972,45.316051
3218908,K01108.02,Kepler-770 c,286.49042,38.374908
3218908,K01108.03,Kepler-770 d,286.49042,38.374908
3235672,K01109.01,,291.6069,38.348061
2837111,K01110.01,Kepler-771 b,287.44409,38.088428
3120276,K01111.01,,292.27905,38.284531
2307199,K00151.01,,292.37476,37.630959
3547091,K01177.01,,292.07849,38.631481
3869825,K01178.01,,296.13391,38.999008
3655332,K01179.01,,293.92599,38.73798
4042026,K01180.01,,286.86926,39.103729
3344419,K01181.01,,291.99988,38.437698
11192141,K00977.01,,292.71964,48.852016
11494130,K00978.01,,284.02679,49.415428
5648449,K00979.01,,298.80411,40.843563
12167361,K00980.01,,295.59872,50.720669
8607720,K00981.01,,283.73642,44.71331
1433962,K00982.01,,291.76196,37.09864
9032900,K00134.01,,295.58658,45.364979
5956342,K01052.01,Kepler-265 c,290.51047,41.24482
5956342,K01052.02,Kepler-265 b,290.51047,41.24482
5956342,K01052.03,Kepler-265 e,290.51047,41.24482
5956342,K01052.04,Kepler-265 d,290.51047,41.24482
5956656,K01053.01,Kepler-756 b,290.60794,41.201092
3109930,K01112.01,Kepler-1736 b,289.7767,38.26228
2854914,K01113.01,Kepler-268 b,291.97617,38.05508
2854914,K01113.02,Kepler-268 c,291.97617,38.05508
3337425,K01114.01,,290.13492,38.404221
3116412,K01115.01,Kepler-772 b,291.42358,38.216591
3865567,K01182.01,,295.29193,38.964588
3544689,K01183.01,,291.44507,38.637211
4037164,K01184.01,,285.08026,39.18211
3443790,K01185.01,,291.47629,38.50058
3966912,K01186.01,,294.74054,39.015511
8394721,K00152.01,Kepler-79 d,300.51712,44.38158
11607193,K00983.01,,289.87411,49.68549
1161345,K00984.01,Kepler-1973 b,291.0488,36.839882
10227501,K00985.01,,298.44775,47.264999
2854698,K00986.01,Kepler-260 b,291.92596,38.014118
2854698,K00986.02,Kepler-260 c,291.92596,38.014118
8559644,K00139.02,Kepler-111 b,291.65317,44.688271
6032981,K01054.01,,288.68259,41.30732
5866099,K01055.01,,288.44287,41.17218
5964985,K01056.01,,293.2735,41.25769
6066416,K01057.01,,298.13794,41.334358
1996679,K00147.01,,286.49072,37.489979
2849805,K01116.01,Kepler-773 b,290.88467,38.057571
3114811,K01117.01,Kepler-774 b,291.03192,38.21196
2853446,K01118.01,,291.65097,38.028179
3003992,K01119.01,,294.49011,38.194126
3942446,K01193.01,,287.88812,39.078709
3554031,K01194.01,Kepler-415 c,293.80441,38.63913
3554031,K01194.02,,293.80441,38.63913
3554031,K01194.03,Kepler-415 b,293.80441,38.63913
8394721,K00152.02,Kepler-79 c,300.51712,44.38158
7295235,K00987.01,Kepler-743 b,295.57416,42.806438
2302548,K00988.01,Kepler-261 b,291.36478,37.609169
2302548,K00988.02,Kepler-261 c,291.36478,37.609169
10743597,K00989.01,,296.38229,48.045311
10743597,K00989.02,,296.38229,48.045311
9818381,K00135.01,Kepler-43 b,285.24084,46.668251
6124941,K01058.01,,292.26181,41.442554
6060203,K01059.01,Kepler-757 b,296.68045,41.38652
5880320,K01060.01,Kepler-758 b,293.08463,41.135441
5880320,K01060.02,Kepler-758 c,293.08463,41.135441
5880320,K01060.03,Kepler-758 d,293.08463,41.135441
3003992,K01119.02,,294.49011,38.194126
6307537,K01120.01,,297.75708,41.680454
6359798,K01121.01,,290.35294,41.769741
6311681,K01122.01,,298.71152,41.635792
6365321,K01123.01,,292.23679,41.7393
6301035,K01124.01,,296.29855,41.602718
3859079,K01199.01,Kepler-786 b,293.74393,38.939281
3557493,K01200.01,,294.65121,38.636459
4061149,K01201.01,Kepler-1741 b,292.57703,39.12088
3444588,K01202.01,Kepler-787 b,291.69247,38.572899
8394721,K00152.03,Kepler-79 b,300.51712,44.38158
3962243,K01203.01,Kepler-276 c,293.56815,39.03632
10743597,K00989.03,,296.38229,48.045311
10015516,K00990.01,,293.47363,46.970402
10154388,K00991.01,Kepler-744 b,296.49612,47.182861
1432789,K00992.01,Kepler-745 b,291.49942,37.05928
1718189,K00993.01,Kepler-262 c,290.72867,37.252651
5880320,K01060.04,Kepler-758 e,293.08463,41.135441
5130369,K00140.01,,299.15353,40.286961
6037187,K01061.01,Kepler-759 b,290.1315,41.3815
6147122,K01062.01,,297.98123,41.44487
8257407,K01063.01,,299.0209,44.17276
8218274,K01064.01,,285.06335,44.167885
3964562,K00015.01,,294.1434,39.089779
5735762,K00148.01,Kepler-48 b,299.13922,40.94902
6292162,K01125.01,,294.02725,41.675968
6307521,K01126.01,,297.75311,41.675991
6359320,K01127.01,Kepler-269 b,290.21518,41.77597
3848972,K01187.01,,291.07126,38.999039
3860441,K01188.01,,294.07071,38.981331
3765771,K01189.01,,295.94055,38.876389
3557341,K01190.01,,294.61893,38.611889
3859628,K01191.01,Kepler-1740 b,293.87363,38.922482
3644071,K01192.01,,291.03217,38.703911
1718189,K00993.02,Kepler-262 b,290.72867,37.252651
1431122,K00994.01,,291.14249,37.061321
3858949,K00995.01,,293.71075,38.983608
3858824,K00996.01,,293.67657,38.991379
2157247,K00997.01,,290.77863,37.564079
7601633,K00136.01,,289.87347,43.203838
8242681,K01065.01,,295.03925,44.191059
8260218,K01066.01,,299.78632,44.16954
8246781,K01067.01,,296.30942,44.165741
8264070,K01068.01,,300.867,44.14529
8222813,K01069.01,Kepler-760 b,287.5932,44.17942
6359320,K01127.02,Kepler-269 c,290.21518,41.77597
6359320,K01127.03,,290.21518,41.77597
6362874,K01128.01,Kepler-775 b,291.43329,41.703442
6272413,K01129.01,Kepler-776 b,287.27264,41.635559
8279765,K01130.01,,282.60336,44.28698
8330548,K01132.01,,301.01672,44.233841
3348082,K01196.01,,292.92276,38.47728
3853673,K01197.01,,292.35287,38.942471
3447722,K01198.01,Kepler-275 c,292.47971,38.514919
3447722,K01198.02,Kepler-275 b,292.47971,38.514919
3447722,K01198.03,Kepler-275 d,292.47971,38.514919
3447722,K01198.04,,292.47971,38.514919
1432214,K00998.01,,291.38269,37.07299
2165002,K00999.01,Kepler-263 b,292.46976,37.567791
2165002,K00999.02,Kepler-263 c,292.46976,37.567791
2441728,K01000.01,,291.07446,37.744389
1871056,K01001.01,Kepler-264 b,292.04462,37.37624
8222813,K01069.02,Kepler-760 c,287.5932,44.17942
12105051,K00141.01,,288.0383,50.651611
8240904,K01070.01,Kepler-266 b,294.48438,44.166908
8240904,K01070.02,Kepler-266 c,294.48438,44.166908
8240904,K01070.03,,294.48438,44.166908
8374494,K01133.01,,294.99734,44.321388
5735762,K00148.02,Kepler-48 c,299.13922,40.94902
8414907,K01134.01,,284.51962,44.453941
8414907,K01134.02,,284.51962,44.453941
8397446,K01135.01,,301.40067,44.318039
8386035,K01136.01,,298.21188,44.324638
3962243,K01203.02,Kepler-276 b,293.56815,39.03632
3962243,K01203.03,Kepler-276 d,293.56815,39.03632
3438507,K01204.01,Kepler-788 b,290.0004,38.53989
3869014,K01205.01,Kepler-789 b,295.97516,38.94664
3756801,K01206.01,,293.95459,38.899971
1871056,K01001.02,Kepler-264 c,292.04462,37.37624
1865042,K01002.01,Kepler-746 b,290.68225,37.35511
2438502,K01003.01,,290.32791,37.726742
2309585,K01004.01,,292.89935,37.656059
5780460,K01005.01,Kepler-747 b,288.4165,41.0298
8244190,K01071.01,,295.51108,44.109261
8229696,K01072.01,Kepler-761 b,290.5036,44.143581
8262210,K01073.01,,300.32898,44.151119
10272640,K01074.01,Kepler-762 b,291.27563,47.329491
10232123,K01075.01,,299.70078,47.291752
10223616,K01076.01,,297.39066,47.255711
8415745,K01138.01,,284.99738,44.410198
8378634,K01139.01,,296.29196,44.33226
8397675,K01140.01,,301.47577,44.319759
8346392,K01141.01,Kepler-777 b,282.72406,44.34647
8288947,K01142.01,Kepler-778 b,287.47742,44.237511
8312852,K01143.01,,296.30762,44.21146
9480189,K00941.01,Kepler-257 c,297.31598,46.023258
11974540,K00129.01,Kepler-470 b,297.00943,50.372318
9480189,K00941.02,Kepler-257 b,297.31598,46.023258
9480189,K00941.03,Kepler-257 d,297.31598,46.023258
9512687,K00942.01,Kepler-735 b,284.68887,46.172249
8644288,K00137.01,Kepler-18 c,298.07944,44.746319
5738346,K01006.01,,299.65094,40.973282
1725016,K01007.01,Kepler-748 b,292.26291,37.236992
1722276,K01008.01,,291.69672,37.238041
892772,K01009.01,,291.15338,36.678841
1027438,K01010.01,,291.35403,36.784519
10268907,K01077.01,,289.71466,47.34222
5446285,K00142.01,Kepler-88 b,291.14807,40.669399
10166274,K01078.01,Kepler-267 b,299.83041,47.157459
10166274,K01078.02,Kepler-267 c,299.83041,47.157459
10166274,K01078.03,Kepler-267 d,299.83041,47.157459
10153827,K01079.01,,296.33435,47.14558
5735762,K00148.03,Kepler-48 d,299.13922,40.94902
8302450,K01144.01,,292.85965,44.200642
8313667,K01145.01,,296.54861,44.264671
8351704,K01146.01,Kepler-779 b,285.62854,44.31089
