kepid,kepoi_name,kepler_name,ra,dec
4067110,K04026.01,,294.08896,39.128101
8694309,K04027.01,,293.8067,44.867352
8282651,K02193.02,,284.10779,44.245811
7818447,K04028.01,,290.47928,43.505268
11569475,K04029.01,,296.61078,49.567039
5688683,K04097.02,,285.69,40.99453
8222627,K04098.01,,287.50375,44.167259
8951205,K04099.01,Kepler-1940 b,291.20419,45.238392
5700900,K04100.01,,290.31039,40.98143
7026477,K04101.01,,289.55566,42.572048
9402583,K04168.01,,291.24924,45.92149
7838675,K04169.01,Kepler-1561 b,296.92361,43.566471
8700537,K04170.01,,295.93921,44.837379
10858785,K04171.01,,290.72519,48.210411
9640907,K04172.01,,287.95279,46.33176
7515670,K02360.02,,287.80408,43.168961
9551430,K04030.01,,300.18863,46.185768
3228986,K04031.01,,289.80322,38.366692
7100673,K04032.01,Kepler-1542 b,285.72849,42.65453
7100673,K04032.02,Kepler-1542 c,285.72849,42.65453
4138557,K04033.01,,285.5921,39.206268
2708278,K04102.01,,290.31589,37.977779
2984990,K07641.01,,290.32401,38.111111
3747817,K04103.01,Kepler-1552 b,291.67682,38.874908
8483366,K04104.01,,286.58932,44.5247
7758018,K04105.01,,293.53253,43.406151
9071593,K02257.02,Kepler-1162 c,283.29214,45.434109
10089911,K04034.01,Kepler-1543 b,297.1243,47.037022
3247404,K04035.01,,294.46231,38.381912
11415243,K04036.01,Kepler-1544 b,297.285,49.21246
3548044,K02194.02,Kepler-371 c,292.32645,38.657581
8264402,K04037.01,,300.94568,44.164688
7773179,K04038.01,,297.81674,43.440411
11017094,K04106.01,,284.74942,48.558128
3129238,K07645.01,,294.3035,38.203011
5956633,K04107.01,,290.60129,41.26902
9899065,K04108.01,,295.10251,46.732922
7907808,K04109.01,,297.08301,43.679951
5471792,K04110.01,,297.75125,40.647388
11145831,K04039.01,,295.64212,48.773071
11444952,K04040.01,,285.81662,49.352699
8647295,K04041.01,,298.84119,44.749889
3444098,K04042.01,,291.55807,38.546219
5112567,K04043.01,,295.31842,40.208961
2708343,K04111.01,,290.33362,37.911171
3235282,K07649.01,,291.51395,38.365471
3348090,K04112.01,,292.92432,38.44228
9282762,K04113.01,,292.6069,45.701408
3117046,K04114.01,,291.56772,38.267109
6311520,K04115.01,,298.67731,41.640282
5201115,K04044.01,,295.5571,40.321209
2708203,K04045.01,,290.29932,37.908932
4150496,K04046.01,,289.71487,39.283871
11401767,K02195.02,Kepler-372 d,291.2562,49.258949
9655005,K04047.01,,294.20068,46.327221
11709124,K00435.06,Kepler-154 f,289.78052,49.89653
3851194,K07671.01,,291.71054,38.96273
8613535,K02263.02,Kepler-1165 b,286.97128,44.708302
5092655,K04116.01,,289.79135,40.299431
3955817,K04117.01,Kepler-1553 b,291.91916,39.02227
10661778,K04118.01,,290.29623,47.990364
5513857,K04119.01,,284.34839,40.72826
10272389,K04048.01,,291.1781,47.322941
4679687,K04049.01,,297.58023,39.702702
7968683,K04050.01,,294.78763,43.739021
10360722,K04051.01,Kepler-1545 b,298.89877,47.463089
9091755,K04052.01,,292.93121,45.40427
3852476,K07672.01,,292.03525,38.945911
9700449,K04120.01,,287.03952,46.481701
6349881,K04121.01,Kepler-1554 b,286.57617,41.741459
9851970,K04122.01,,299.0473,46.68557
6140059,K04123.01,,296.3566,41.455391
5726910,K04124.01,,297.35278,40.958141
1718958,K04053.01,Kepler-1934 b,290.91934,37.28717
6428794,K04054.01,Kepler-1701 b,286.60889,41.889339
3228825,K04055.01,,289.76492,38.38345
4673628,K04056.01,Kepler-1935 b,296.40375,39.722649
11401767,K02195.03,Kepler-372 b,291.2562,49.258949
3852872,K07673.01,,292.13876,38.94154
9099950,K04125.01,,295.60934,45.484451
9718066,K02287.02,Kepler-378 c,294.94858,46.438641
9272070,K04126.01,Kepler-1555 b,287.63547,45.716061
5088400,K04127.01,Kepler-1556 b,288.397,40.213188
4669402,K04128.01,,295.53394,39.762249
3757407,K04057.01,,294.09555,38.885059
4769931,K04058.01,,297.34418,39.88501
9220612,K04059.01,,292.79333,45.628262
9086154,K04060.01,,290.83389,45.43565
6806695,K04061.01,,298.90161,42.212799
3858943,K07674.01,,293.70847,38.958012
11970988,K04129.01,,295.52948,50.370399
10858803,K04130.01,,290.73364,48.207378
6129694,K04131.01,,293.71811,41.430939
5957181,K04132.01,,290.79037,41.26461
7601918,K04133.01,,289.98096,43.299492
6119877,K04134.01,,290.6102,41.470402
6792908,K04341.01,,295.96259,42.200256
7211879,K04342.01,,295.16098,42.799129
8087812,K04343.01,Kepler-1952 b,288.07648,43.958488
4863956,K04344.01,,298.51794,39.924438
10534155,K04345.01,,291.50122,47.74773
10397751,K02859.04,,288.83136,47.551991
5308537,K04409.01,Kepler-1955 b,299.53479,40.477779
6350882,K04410.01,,287.04236,41.752209
5281113,K04411.01,Kepler-1602 b,293.58087,40.427471
7847104,K04412.01,,298.94785,43.539711
3450040,K04205.01,,293.05408,38.54179
3347807,K07653.01,,292.85916,38.431931
8487805,K04206.01,,288.94131,44.593922
9456281,K04207.01,,287.80502,46.00116
5129453,K04208.01,,298.98502,40.203709
7918478,K04209.01,,299.66617,43.619469
3336845,K04275.01,,289.97617,38.450489
3645282,K07661.01,,291.3591,38.71891
6026924,K04276.01,Kepler-1580 b,285.96872,41.363564
6525280,K04277.01,,292.74493,41.93486
4861784,K04278.01,,298.03653,39.90601
5876360,K04279.01,,291.81998,41.112476
9509343,K04346.01,,282.76062,46.177841
3732972,K07664.01,,286.97745,38.898762
3244792,K04347.01,Kepler-1592 b,293.85065,38.397751
8743082,K04348.01,,287.25095,44.946308
7673841,K02585.03,,288.66077,43.36808
9142742,K04349.01,,286.05939,45.516804
6891513,K04413.01,,298.79892,42.35339
4579598,K04414.01,,296.11276,39.611599
7777522,K04415.01,,298.87418,43.440891
9305012,K04416.01,,299.83664,45.780731
9597729,K04417.01,,295.54755,46.287682
11390109,K04210.01,,284.22879,49.294189
5078025,K04211.01,,283.72379,40.23756
1724719,K04212.01,Kepler-1569 b,292.20471,37.221218
8120608,K00571.05,Kepler-186 f,298.65271,43.955021
11968463,K02433.04,,294.33847,50.33654
5026326,K04280.01,,295.67188,40.18037
5471574,K02505.02,,297.68881,40.643661
5512580,K04281.01,,283.72955,40.789028
11670599,K04282.01,,296.12457,49.726669
6359820,K04283.01,,290.35706,41.76162
11872139,K04350.01,,295.77768,50.149025
5436161,K04351.01,,287.75916,40.65704
2708221,K04352.01,,290.30371,37.924191
4571844,K04353.01,,294.42126,39.628471
5040223,K04354.01,,298.56668,40.128239
4571004,K04355.01,,294.20786,39.680115
2859893,K04418.01,,293.01489,38.012402
6026737,K02949.02,,285.87579,41.332432
7582691,K04419.01,,281.11646,43.28244
7031942,K04420.01,,291.25778,42.580139
9836563,K04421.01,,294.12488,46.67289
1724719,K04212.02,,292.20471,37.221218
5632701,K04213.01,,295.42047,40.842659
10549924,K04214.01,,297.22046,47.748249
9366617,K04215.01,Kepler-1570 b,299.86182,45.827351
6187341,K04216.01,,285.25616,41.595589
3353454,K07654.01,,294.25079,38.404236
10156055,K04284.01,,296.99017,47.130661
8418018,K04285.01,,286.22708,44.430328
5024177,K04286.01,,295.2811,40.132858
11081504,K04287.01,,290.45831,48.661369
4548011,K04288.01,Kepler-1581 b,287.37125,39.603569
4571004,K04355.02,,294.20786,39.680115
4571004,K04355.03,,294.20786,39.680115
4571004,K04355.04,,294.20786,39.680115
12016267,K02590.02,,293.50702,50.450119
4571004,K04355.05,,294.20786,39.680115
8459663,K04356.01,Kepler-1593 b,300.48816,44.46067
3550372,K04357.01,,292.90771,38.68309
10155321,K04422.01,,296.77271,47.158539
3866536,K04423.01,,295.50211,38.98354
7046035,K04424.01,Kepler-1603 b,295.32983,42.534962
4679314,K04425.01,,297.50562,39.756802
8240790,K04426.01,,294.45038,44.166779
5702637,K04217.01,,290.86606,40.901581
8309169,K04218.01,,295.15546,44.294861
4678919,K04219.01,,297.42743,39.781139
5563080,K04220.01,,298.92361,40.749538
6364067,K04221.01,,291.8269,41.7099
4548011,K04288.02,,287.37125,39.603569
5983532,K04289.01,,297.78012,41.209229
3439126,K07655.01,,290.15723,38.52438
8463346,K02529.02,Kepler-436 b,301.72076,44.41206
5868793,K04290.01,Kepler-1582 b,289.37668,41.158672
8483021,K04291.01,,286.40723,44.527355
10063208,K04292.01,Kepler-1583 b,286.38693,47.016628
7191646,K04358.01,,289.08313,42.70414
1575873,K04359.01,,291.92636,37.101292
10669994,K04360.01,Kepler-1594 b,293.62308,47.96191
7801070,K04361.01,,282.16364,43.510132
11449918,K04362.01,,288.93597,49.360142
4172805,K04427.01,,295.11722,39.27409
5126182,K04428.01,,298.2934,40.239632
3750350,K07665.01,,292.33884,38.84491
8949925,K02972.02,,290.73447,45.297791
4584865,K04429.01,,297.16086,39.63007
9642018,K04430.01,,288.59683,46.326038
11968463,K02433.05,,294.33847,50.33654
9183378,K04222.01,Kepler-1571 b,300.93539,45.596539
11188254,K04223.01,,290.64301,48.887501
1724513,K04224.01,,292.16486,37.275742
9535876,K04225.01,,295.55756,46.172241
5817533,K04293.01,,298.47058,41.06625
7681230,K04294.01,,291.36423,43.385921
7596240,K04295.01,Kepler-1584 b,287.7627,43.274429
7661893,K04296.01,,282.63617,43.3661
3448456,K07656.01,,292.67294,38.58997
12107008,K04297.01,,289.20834,50.61599
9776794,K04363.01,,294.36514,46.501759
7427764,K04364.01,Kepler-1595 b,285.72272,43.00948
7673192,K02722.05,,288.37024,43.35461
4754831,K04365.01,,294.05481,39.845249
4754831,K04365.02,,294.05481,39.845249
9899630,K04439.01,,295.3027,46.772018
4367528,K04440.01,,292.27774,39.461071
8416523,K04441.01,Kepler-1604 b,285.41061,44.412209
11124436,K04442.01,,284.35312,48.740211
5780855,K04443.01,,288.56729,41.09013
3751231,K07666.01,,292.58865,38.80143
9491832,K04226.01,,300.56241,46.037819
7816665,K04227.01,,289.91635,43.507671
9535881,K04228.01,,295.5596,46.17804
11616596,K04229.01,,294.74988,49.663441
9872831,K04230.01,Kepler-1572 b,281.89731,46.722664
2852941,K04298.01,,291.54343,38.048759
8508126,K04299.01,,296.34799,44.501961
12306058,K02541.02,Kepler-391 c,290.62183,51.057301
8507475,K04300.01,Kepler-1585 b,296.159,44.56311
8773015,K04301.01,Kepler-1586 b,298.20261,44.925831
4754831,K04365.03,,294.05481,39.845249
10647452,K04366.01,,282.91397,47.970299
3531231,K07657.01,,287.24524,38.68808
4773392,K04367.01,,298.03305,39.883179
5471489,K04368.01,,297.66504,40.681992
5471489,K04368.02,,297.66504,40.681992
9011874,K04369.01,,287.82489,45.34808
9936080,K04431.01,,283.72427,46.879112
9936080,K04431.02,,283.72427,46.879112
8611344,K04432.01,,285.75586,44.724998
9518651,K04433.01,,288.19992,46.149422
2305311,K04434.01,,291.97629,37.668652
6383595,K04231.01,,297.16177,41.775822
11080405,K02442.02,Kepler-386 b,289.85889,48.693851
11509504,K04232.01,Kepler-1573 b,292.98834,49.48497
6599949,K04233.01,,289.90698,42.0462
11611275,K04234.01,Kepler-1574 b,292.15866,49.63776
6290935,K04302.01,,293.68127,41.611969
12734396,K04303.01,,288.90952,51.930561
11612280,K04304.01,Kepler-1587 b,292.67773,49.66391
5536715,K04305.01,,292.77893,40.795631
8149484,K04306.01,,284.69278,44.010208
12407623,K04370.01,,291.34879,51.256119
11444514,K04371.01,Kepler-1596 b,285.5575,49.33007
9886361,K02732.02,Kepler-403 d,289.92145,46.74456
9702006,K04372.01,Kepler-1953 b,287.96814,46.470612
6778008,K04373.01,,292.01379,42.28875
8278685,K04435.01,,281.95569,44.261532
8308260,K04436.01,,294.86813,44.283199
8492101,K04437.01,,290.63043,44.565601
6103377,K03004.02,,283.94244,41.4716
3660581,K07662.01,,295.1442,38.799831
6343576,K04438.01,,283.47574,41.775318
10794974,K04235.01,,290.9227,48.180328
2449101,K04236.01,,292.69855,37.778481
7259249,K04237.01,,282.92773,42.80608
8678691,K04238.01,,287.22513,44.899841
9640924,K04239.01,,287.96655,46.33849
3558849,K04307.01,,294.94983,38.60519
11151677,K04308.01,,297.72214,48.710258
11037128,K04309.01,,295.19568,48.567421
6587002,K00612.03,Kepler-196 d,284.96851,42.079201
5175024,K02563.02,,288.09564,40.365971
10991114,K04374.01,,298.18341,48.44381
11969092,K04375.01,,294.63989,50.33419
2570773,K04376.01,,290.33072,37.882092
4945764,K04377.01,,297.16089,40.042858
6356885,K04378.01,,289.44867,41.731411
3542542,K07658.01,,290.84921,38.63184
11718389,K04444.01,Kepler-1956 b,294.62097,49.89415
11124703,K04445.01,,284.53635,48.749611
10329196,K04446.01,Kepler-1605 b,287.13489,47.488621
10604592,K04447.01,Kepler-1957 b,293.71136,47.887539
9834731,K03043.02,,293.43079,46.692089
9593773,K04240.01,,294.11237,46.252708
9285568,K04241.01,Kepler-1575 b,293.74326,45.761589
7604328,K02458.02,Kepler-1245 c,290.74432,43.26078
9514372,K04242.01,,285.66006,46.143471
9777757,K04243.01,,294.71292,46.576221
7103919,K04310.01,Kepler-1950 b,287.08749,42.668671
3762750,K07668.01,,295.37204,38.897739
8645191,K04311.01,,298.29953,44.78899
10722485,K04312.01,Kepler-1588 b,288.2327,48.002178
9717958,K04313.01,,294.91577,46.485321
8128067,K04314.01,,300.56305,43.980068
7703910,K04379.01,,298.01016,43.37159
7777818,K04380.01,,298.94901,43.441715
9851360,K04381.01,,298.85892,46.697208
9886361,K02732.04,,289.92145,46.74456
6937529,K04382.01,Kepler-1597 b,288.16397,42.481079
9490653,K04173.01,,300.23093,46.0452
3328027,K04174.01,,287.18967,38.42382
3644631,K07659.01,,291.19559,38.788078
9640931,K04175.01,,287.96875,46.301659
5125196,K04176.01,,298.05338,40.210739
9640962,K04177.01,,287.98569,46.3484
5097454,K04244.01,,291.24866,40.221352
12737015,K04245.01,,290.48007,51.965012
3663141,K07663.01,,295.66324,38.718243
5177859,K04246.01,Kepler-1576 b,289.07397,40.366009
8482059,K04247.01,,285.85315,44.57222
4568117,K04248.01,,293.48825,39.696331
10342248,K04315.01,,292.91196,47.47504
9777290,K04316.01,,294.54642,46.50787
8548427,K04317.01,,286.7937,44.638561
9286088,K04318.01,,293.93832,45.719021
6289344,K04319.01,,293.20773,41.698582
6937529,K04382.02,,288.16397,42.481079
9883606,K04383.01,Kepler-1598 b,288.46909,46.78368
5860968,K04384.01,Kepler-1599 b,286.22089,41.151249
3645438,K04385.01,Kepler-1600 c,291.39938,38.78775
8480582,K04386.01,Kepler-1702 b,284.9725,44.567551
5197233,K04178.01,,294.63516,40.322128
10936786,K04179.01,,298.46341,48.32185
7119481,K00566.03,,292.31601,42.626251
6938264,K04180.01,,288.44305,42.45676
9899315,K04181.01,,295.19983,46.731731
9541089,K04182.01,,297.27448,46.117908
3650049,K04249.01,,292.58087,38.70911
9641076,K04250.01,,288.0498,46.35833
8741470,K04251.01,,286.35339,44.961182
11125613,K02485.02,Kepler-1254 c,285.17334,48.770039
10525049,K04252.01,Kepler-1948 b,287.36404,47.78521
9896018,K02579.02,Kepler-1859 c,293.98871,46.718021
5095082,K04320.01,Kepler-1951 b,290.49988,40.287689
12418891,K04321.01,,296.47104,51.215221
3839294,K07669.01,,288.05292,38.93792
7698701,K04322.01,,296.82007,43.38802
7698701,K04322.02,,296.82007,43.38802
2830919,K04387.01,,285.47534,38.099361
9588822,K04388.01,,292.13428,46.202419
2997459,K04389.01,,293.13098,38.159679
8330207,K04390.01,,300.92484,44.24968
5881813,K02744.02,,293.52756,41.111439
11560897,K02365.02,Kepler-430 c,292.80865,49.579441
10858737,K04183.01,,290.70651,48.226559
6752002,K04184.01,Kepler-1945 b,281.89813,42.28587
7257966,K04185.01,Kepler-1946 b,282.33563,42.84544
3644738,K07660.01,,291.2276,38.771351
9406892,K04186.01,,292.96982,45.905579
9202434,K04253.01,,283.72552,45.676849
8487645,K04254.01,,288.85028,44.596939
10407482,K04255.01,Kepler-1577 b,292.95526,47.573101
5817613,K04256.01,,298.48425,41.06921
7901016,K04257.01,,295.1333,43.631432
5385410,K04323.01,,297.58194,40.5313
9910942,K04324.01,,298.82495,46.713531
7749002,K04325.01,,290.39172,43.440338
10924340,K04326.01,,293.80884,48.36562
5371777,K04327.01,Kepler-1589 b,294.4418,40.571678
3848083,K07670.01,,290.81589,38.970921
6359926,K04391.01,,290.39505,41.78157
6629993,K04392.01,,297.83713,42.079369
8324518,K04393.01,,299.27658,44.291981
10427700,K04394.01,,299.41986,47.562832
3103473,K04395.01,,287.84,38.255489
11296045,K04396.01,,291.36188,49.02198
3124598,K04187.01,,293.29227,38.2118
6879171,K04188.01,Kepler-1947 b,296.10406,42.34259
9897364,K04189.01,Kepler-1562 b,294.45569,46.743561
12505503,K04190.01,Kepler-1563 b,288.57358,51.472752
3548639,K04191.01,,292.47888,38.657921
4390912,K07695.01,,297.33377,39.44759
7115925,K04258.01,,291.21338,42.625599
5785279,K04259.01,,290.01245,41.089989
7429287,K04260.01,,286.39584,43.075821
10526887,K04261.01,Kepler-1578 b,288.302,47.775551
11125613,K02485.03,Kepler-1254 d,285.17334,48.770039
3545583,K04328.01,,291.69104,38.61499
9896018,K02579.03,,293.98871,46.718021
12456063,K04329.01,,289.01178,51.376019
8374741,K04330.01,,295.07507,44.382992
5096053,K04331.01,,290.81366,40.254875
11296045,K04396.02,,291.36188,49.02198
11296045,K04396.03,,291.36188,49.02198
3247503,K04397.01,,294.48499,38.352859
5802637,K04398.01,,295.21127,41.086971
5531694,K00647.02,,291.19507,40.702702
8733898,K02842.03,Kepler-446 c,282.25021,44.921108
9828127,K04192.01,Kepler-1564 b,290.58612,46.642689
7107802,K02420.02,,288.58835,42.605659
4281068,K07689.01,,295.88568,39.31599
9092496,K04193.01,,293.20139,45.454399
5644412,K04194.01,Kepler-1565 b,297.95297,40.806808
9959545,K04195.01,,295.22089,46.823879
9641144,K04262.01,,288.09009,46.322948
8572168,K04263.01,,296.20578,44.660446
4472143,K07696.01,,293.72528,39.511971
12509829,K04264.01,,291.06168,51.404781
7368137,K04265.01,,293.42361,42.917641
9027841,K04266.01,,293.95221,45.31826
8953414,K04332.01,,291.98572,45.211441
2576962,K04333.01,,291.7005,37.843731
10140274,K04334.01,,291.51819,47.139301
10730070,K04335.01,Kepler-1590 b,291.40781,48.017891
4458109,K04336.01,,289.75626,39.57645
8345384,K04399.01,,282.12888,44.303162
2831055,K04400.01,Kepler-1601 b,285.51294,38.079739
11044826,K04401.01,,298.00357,48.56424
6681687,K04402.01,,288.79703,42.1689
7703882,K04403.01,Kepler-1954 b,298.00293,43.35461
8179190,K04196.01,,296.2478,44.07679
9777724,K04197.01,,294.7005,46.573132
9072639,K04198.01,,283.85291,45.48526
5340878,K04199.01,Kepler-1566 b,283.58762,40.574928
10273903,K04200.01,,291.79666,47.385929
7450747,K04267.01,Kepler-1949 b,293.5423,43.0261
7826620,K04268.01,Kepler-1579 b,293.28802,43.514992
8890924,K04269.01,Kepler-1993 b,293.79684,45.160728
8890924,K04269.02,,293.79684,45.160728
8483241,K04270.01,,286.53278,44.554569
8573193,K04337.01,Kepler-1591 b,296.51666,44.608608
9240664,K04338.01,,299.20667,45.64547
7673841,K02585.02,Kepler-392 c,288.66077,43.36808
7281411,K04339.01,,291.58682,42.827621
6528141,K04340.01,,293.6228,41.966492
8106112,K04404.01,,294.73132,43.989361
4054784,K07679.01,,290.88486,39.115921
10745365,K04405.01,,296.896,48.04726
5563937,K04406.01,,299.08536,40.774529
8396660,K04407.01,,301.15656,44.379532
10736179,K04408.01,,293.82782,48.054241
6119921,K04201.01,,290.62659,41.490959
5084171,K04202.01,Kepler-1567 b,286.69522,40.291809
4141587,K07684.01,,286.77161,39.266941
11968463,K02433.03,Kepler-385 d,294.33847,50.33654
3834317,K04203.01,,286.04739,38.979851
10593535,K04204.01,Kepler-1568 b,289.18265,47.873379
5959719,K02498.02,Kepler-390 c,291.62878,41.208599
5992210,K04271.01,,299.60825,41.268341
4284980,K07690.01,,296.63315,39.327141
9302543,K04272.01,,299.08658,45.776821
9716028,K04273.01,,294.20984,46.479969
6223324,K04274.01,,296.81158,41.51569
9701962,K04617.01,Kepler-1617 b,287.93719,46.418491
6685646,K04618.01,,290.04114,42.10574
4574319,K07697.01,,294.99649,39.629921
7741837,K04619.01,,287.39777,43.414341
11137065,K04620.01,,291.61646,48.775639
11093335,K04621.01,,296.04196,48.681351
9394768,K04690.01,,287.25299,45.90934
9773980,K04691.01,,293.28015,46.560089
10972902,K04692.01,,290.44476,48.462891
3832474,K00806.04,,285.28363,38.947281
12004971,K03194.01,,286.62854,50.471272
3644602,K04479.01,,291.18927,38.731159
10467714,K04480.01,,290.77655,47.64843
11912941,K04481.01,,290.97906,50.258148
4141593,K07685.01,,286.77313,39.277531
7778427,K04482.01,,299.09537,43.439098
6525106,K04483.01,,292.68515,41.905918
6523058,K04549.01,,292.02621,41.984119
5977470,K04550.01,Kepler-1653 b,296.45776,41.266022
11769689,K04551.01,,295.09201,49.940079
4355503,K07691.01,,288.86853,39.496132
6119923,K04552.01,,290.62686,41.4604
6126076,K04553.01,,292.61426,41.437229
11284772,K04622.01,Kepler-441 b,284.56689,49.01255
9209183,K04623.01,,287.56268,45.679008
6153407,K03179.01,Kepler-1911 b,299.3028,41.441017
5955621,K04624.01,,290.27658,41.269341
11519187,K04625.01,Kepler-1964 b,297.05902,49.4785
8417078,K04693.01,Kepler-1619 b,285.70346,44.422001
9457948,K04694.01,,288.70859,46.018188
4852297,K04695.01,,296.06665,39.938011
9851845,K04696.01,,299.0098,46.684738
9474483,K04697.01,,295.46341,46.01123
4072271,K07680.01,,295.31512,39.141048
9898017,K04484.01,Kepler-1960 b,294.69696,46.720188
8613218,K04485.01,,286.78354,44.73737
8548069,K04486.01,,286.58829,44.640411
6278762,K03158.02,Kepler-444 c,289.75229,41.634605
8098212,K04487.01,,292.02829,43.946362
3127911,K03164.01,,294.01822,38.226292
6369131,K04554.01,,293.43478,41.716881
7820699,K04555.01,,291.22043,43.574268
10399321,K04556.01,,289.61856,47.557968
10257229,K04557.01,,283.70471,47.385288
3539231,K04626.01,,289.90417,38.651371
6311891,K04627.01,,298.75836,41.631031
7837733,K04628.01,,296.66855,43.540569
2578017,K04629.01,,291.91415,37.807819
7834045,K04630.01,,295.59735,43.596401
10663738,K04698.01,,291.12744,47.938801
7891294,K04699.01,,291.88797,43.649811
9413156,K04700.01,,295.36145,45.914841
8625732,K04701.01,,292.14804,44.70414
2831251,K04702.01,,285.56747,38.040691
6721380,K04488.01,,298.91083,42.18504
7694615,K04489.01,,295.66672,43.37035
6201203,K04490.01,,290.57632,41.546188
4556468,K04491.01,Kepler-1609 b,290.14655,39.665821
9222516,K04492.01,,293.52997,45.66433
5431027,K04558.01,,285.59543,40.679722
7285673,K04559.01,,292.93552,42.824871
5282437,K04560.01,,293.94012,40.447189
7747457,K04561.01,Kepler-1613 b,289.87506,43.420959
8652360,K04562.01,,300.23587,44.76952
9602421,K04631.01,,297.09583,46.211021
6070337,K04632.01,,299.01312,41.329311
5954001,K04633.01,,289.77954,41.214409
4373195,K07692.01,,293.72,39.446449
5090937,K03182.01,,289.26575,40.255482
8196226,K04634.01,,300.6496,44.05574
9002538,K03196.01,,283.35046,45.339111
6359175,K04703.01,,290.16418,41.782631
8104207,K04704.01,,294.12762,43.975128
5642688,K04705.01,,297.60236,40.803219
10026502,K04706.01,Kepler-1620 b,297.27087,46.928421
3953173,K04493.01,,291.20007,39.053982
8037926,K04494.01,,294.91486,43.862431
5552562,K04495.01,,296.77414,40.793282
6186182,K04496.01,,284.68292,41.592411
4073017,K07681.01,,295.47382,39.124561
9002278,K00701.05,Kepler-62 c,283.21274,45.349861
10585749,K04563.01,,285.15942,47.88274
9579208,K03165.01,,287.6376,46.204411
6437617,K04564.01,,290.0632,41.81522
8453851,K04565.01,,298.96481,44.45277
11650401,K04566.01,Kepler-1614 b,284.87134,49.775909
9873759,K04635.01,,282.61804,46.787521
9773270,K04636.01,,292.98517,46.506569
9457728,K04637.01,,288.59967,46.031712
9516728,K04638.01,,287.08252,46.104069
4825872,K04639.01,,288.84711,39.934311
4680772,K04707.01,,297.77899,39.776001
8110733,K04708.01,,296.17621,43.931751
2303903,K04709.01,,291.64294,37.632408
9278216,K04710.01,,290.7377,45.725368
8355131,K04711.01,,287.50766,44.31424
6278762,K03158.03,Kepler-444 d,289.75229,41.634605
12645057,K04497.01,,289.26697,51.751221
4844367,K04498.01,,294.22134,39.989521
10937749,K04499.01,,298.78278,48.312809
9100953,K04500.01,Kepler-1610 b,295.90503,45.40543
8332521,K04567.01,,301.56284,44.240391
10407086,K04568.01,,292.79254,47.576721
4073089,K07682.01,,295.49011,39.105862
6065351,K04569.01,,297.85822,41.330231
4060229,K04570.01,,292.35605,39.11945
6761777,K04571.01,Kepler-1615 b,286.35922,42.227482
4825872,K04639.02,,288.84711,39.934311
9412623,K04640.01,Kepler-1618 b,295.17538,45.930908
3644505,K04641.01,,291.16129,38.710602
4664743,K04642.01,,294.46487,39.725391
4735826,K03184.01,Kepler-1972 b,288.39529,39.872627
6593734,K04722.01,,287.82877,42.061642
8443527,K03197.01,,296.29056,44.42326
9711297,K04723.01,,292.26291,46.430641
8395860,K04724.01,,300.9288,44.356293
7778621,K04725.01,Kepler-1967 b,299.13779,43.498638
5956354,K04726.01,,290.51785,41.238762
9100953,K04500.02,Kepler-1610 c,295.90503,45.40543
8109107,K04501.01,,295.7023,43.900928
6200529,K04502.01,,290.35947,41.552052
10907132,K04503.01,,284.6134,48.37347
6520753,K04504.01,,291.2941,41.91283
6929285,K04572.01,,284.65338,42.48835
4848321,K04573.01,,295.19534,39.92725
12255382,K03167.01,,289.74673,50.99371
6522745,K04574.01,,291.9281,41.968441
9893468,K04575.01,,292.93643,46.753021
11655826,K04643.01,,288.44839,49.714031
1721157,K04644.01,,291.45734,37.206841
11076276,K04645.01,,287.64566,48.638821
12012439,K04646.01,,291.21246,50.45356
9947653,K04647.01,,290.25931,46.885109
4374610,K04712.01,,294.04175,39.457371
9002538,K03196.02,,283.35046,45.339111
5253802,K04713.01,,283.83884,40.421974
12554634,K04714.01,,289.18149,51.562538
6264750,K04715.01,,283.57269,41.695728
11290515,K04716.01,,288.34488,49.021938
6520753,K04504.02,,291.2941,41.91283
6278762,K03158.04,Kepler-444 e,289.75229,41.634605
8493354,K04505.01,,291.09943,44.545689
4545570,K04506.01,Kepler-1961 b,286.33011,39.683182
7598111,K04507.01,,288.53769,43.258904
5457326,K04508.01,,294.3735,40.65144
8240746,K04576.01,,294.43747,44.180901
10610039,K04577.01,,295.6709,47.830399
9652655,K04578.01,,293.26266,46.30888
10140843,K04579.01,,291.73361,47.109161
8628761,K04580.01,,293.37381,44.727982
10473272,K04648.01,,293.05508,47.606739
4750669,K04649.01,,292.96661,39.899639
9824928,K04650.01,,289.05286,46.67593
6717252,K04651.01,,298.08716,42.164349
5817685,K04652.01,,298.4985,41.08337
4902202,K04717.01,,283.69351,40.018021
7282042,K04718.01,,291.78796,42.834099
7523542,K04719.01,,290.51251,43.10128
3109937,K04720.01,,289.77826,38.262741
9386171,K04721.01,,282.24762,45.930779
11350118,K04509.01,,291.69516,49.187859
11671579,K04510.01,Kepler-1611 b,296.51205,49.72776
11553598,K04511.01,,288.74072,49.543018
12069414,K04512.01,,295.45059,50.54211
9216775,K04513.01,Kepler-1612 b,291.25027,45.655071
2572029,K04581.01,,290.60806,37.801891
7905106,K04582.01,,296.33688,43.60009
9007151,K04583.01,,285.66843,45.374771
4450844,K03168.01,,287.31485,39.538181
8443265,K04584.01,,296.20569,44.498989
3240406,K03185.01,,292.77634,38.39397
11181260,K04653.01,,286.56033,48.893051
5090803,K04654.01,,289.2247,40.260818
