hostname,host_ra,host_dec,sy_dist
TOI-2274,277.459311,40.5414117,48.876
KOBE-1,19.1660378,25.3310358,23.9718
Kepler-1805,285.0865387,40.8990506,221.639
Kepler-1049,287.3469567,47.7729078,162.006
Kepler-647,284.7882977,44.5916225,1087.87
Kepler-763,292.1445534,47.1573604,962.459
Kepler-836,287.4527659,45.7043964,980.035
Kepler-30,285.2836483,38.9472625,914.221
47 UMa,164.8647611,40.4304931,13.7967
HD 164509,270.3800811,0.1044685,53.1119
Kepler-102,281.4824731,47.2078263,107.796
Kepler-31,294.0230229,45.8530535,1664.64
Kepler-128,282.4922622,43.9802442,396.379
Kepler-342,292.6780488,46.7266813,781.611
Kepler-102,281.4824731,47.2078263,107.796
Kepler-11,297.1150949,41.9091092,646.346
K2-346,125.9864854,22.663226,105.58
Kepler-1265,284.5858364,47.0795646,583.641
Kepler-1843,292.8852302,41.279169,784.625
Kepler-434,293.5863887,42.9288624,1222.54
Kepler-978,286.7107166,43.0433585,682.522
Kepler-1649,292.5029676,41.8299933,92.1913
Kepler-1624,292.5798564,37.3762616,258.979
Kepler-80,296.1125759,39.9787451,369.451
HD 23079,54.9281897,-52.9162344,33.4591
Kepler-1927,296.3546093,41.3355698,1091.0
Kepler-980,294.6129869,45.060174,961.468
HD 102195,176.4254063,2.8209912,29.3386
HD 3765,10.2072994,40.1842918,17.926
Kepler-1695,293.6193001,46.4134015,791.175
HD 40979 B,91.0548183,44.2774187,34.004
HD 196067,310.4364195,-75.3514992,39.9346
EPIC 201497682,168.9366786,0.4880606,253.026
Kepler-583,282.1113206,42.3545514,867.271
HD 2685,7.3289156,-76.304032,196.852
Kepler-1575,293.7432102,45.7615507,1246.92
WD 0806-661,121.7275683,-66.3058835,19.2444
GSC 06214-00210,245.4776921,-20.7193398,108.5
Kepler-1191,291.6577923,48.0092619,955.536
BD+20 274,25.9203179,21.0052692,1322.51
WASP-172,199.433742,-47.2375748,538.11
Kepler-1864,289.6867653,41.5889178,298.894
HD 23596,57.0018601,40.5307308,52.0018
Kepler-1733,291.1384628,37.8592447,2080.51
Kepler-1089,291.0926509,49.1901729,259.328
Kepler-1955,299.5347603,40.4777528,449.351
Kepler-983,285.1042243,45.0080745,714.437
HD 220197,350.4946927,16.6323305,64.411
Kepler-1383,297.9447714,42.1918449,1027.21
HD 29399,68.3903471,-62.8237576,44.1518
Kepler-301,283.982904,49.2329512,719.166
WASP-167,196.0437932,-35.5495292,423.552
Kepler-1276,287.8570173,40.5471909,538.481
Kepler-465,284.5557853,46.0638865,553.077
HD 47186,99.0367212,-27.6234285,37.4574
HD 120084,205.661989,78.0646376,103.044
Kepler-1558,286.8194349,46.9117837,325.737
Kepler-1440,285.3469737,48.3122283,1115.35
Kepler-1686,291.6067189,42.0359783,729.823
Kepler-1150,296.7244553,49.5326846,358.518
Kepler-1209,287.5849352,49.1547328,505.531
K2-273,129.7768928,19.0100046,308.105
Kepler-113,287.9978721,50.9441847,262.351
Kepler-1667,283.5329505,48.0943604,626.819
Kepler-297,283.2091605,48.7776156,692.14
HD 70642,125.3661079,-39.7044432,29.276
Kepler-1873,294.596557,46.0483705,820.957
TOI-5720,170.3135774,25.2732942,35.8256
14 Her,242.6021014,43.8163621,17.9323
Kepler-1424,290.9916648,40.2293347,661.421
HD 92788,160.7021351,-2.1847173,34.6538
Kepler-999,299.6604865,46.1984679,545.063
HD 190360,300.9092476,29.894541,16.0069
Kepler-344,292.4996101,46.3243406,1002.94
CoRoT-30,277.6011767,6.8359338,1032.23
Kepler-997,289.2333767,49.9388952,467.568
K2-104,129.6366594,19.7737202,189.289
Kepler-300,295.2886934,48.5997243,1098.45
HD 52265,105.0746449,-5.3668142,29.9803
GJ 876,343.3239737,-14.2665958,4.67517
Kepler-952,285.3718781,41.9938697,1304.25
Kepler-712,294.9096739,42.9351987,872.493
Kepler-534,296.4185696,49.540148,570.659
TOI-5344,63.2662165,20.9151568,138.367
Kepler-1032,289.9308779,40.0977109,673.01
Kepler-157,291.0972257,38.8756049,773.713
Kepler-1386,280.8233646,42.6360518,835.882
WASP-10,348.9930457,31.4627508,140.998
Kepler-1008,296.5476395,44.9418307,282.565
Kepler-450,295.4865821,51.0135237,455.982
Kepler-1059,289.2202147,41.7064385,713.167
Kepler-1867,294.9971007,43.4358698,680.583
TOI-444,64.1839982,-26.7664071,57.3973
Kepler-1363,296.9964872,49.2563228,541.714
Kepler-412,286.1103053,43.6809612,1086.24
HATS-47,287.4844021,-49.6649424,300.67
WASP-7,311.0427558,-39.2254856,162.303
Kepler-678,295.4552577,50.4945093,1826.15
Kepler-31,294.0230229,45.8530535,1664.64
Kepler-1102,281.3225917,48.0664955,1246.05
Kepler-1915,301.2786852,44.2505116,1514.66
HATS-14,313.2154754,-25.6873756,513.011
WASP-16,214.6830109,-20.2754374,194.134
K2-151,19.3047733,9.5012663,69.4798
Kepler-1549,286.0524399,39.0960281,803.052
KIC 7917485,299.4346094,43.6326069,1382.89
Kepler-1802,300.2420869,44.1412854,636.694
TOI-813,72.6940102,-60.9054608,263.145
Kepler-718,299.5618676,43.5035173,1302.33
Kepler-1561,296.9235822,43.5664628,839.076
Kepler-1091,299.7854426,43.6707235,914.299
Kepler-890,288.435718,43.7634712,1712.12
Kepler-554,296.4068982,51.3581938,690.525
Kepler-149,285.8537014,38.3840916,571.034
HD 27631,64.9392168,-41.9606604,50.2862
Kepler-1717,295.2126472,49.56216,1008.79
Kepler-658,282.983621,47.5783897,388.384
Kepler-144,281.9156128,42.7755535,384.917
Kepler-653,282.2130447,46.7177898,595.634
Kepler-52,286.7380152,49.9757383,321.542
Kepler-1735,281.0503476,47.1882005,245.303
Kepler-311,282.0612731,47.0854984,778.654
HD 107148,184.8059773,-3.3199927,49.4156
Kepler-278,290.1072124,38.7022694,443.03
Kepler-1898,287.2058009,38.4981903,360.921
GJ 86,32.6224785,-50.8209945,10.7836
HD 108147,186.4409852,-64.0223492,38.92
GJ 436,175.5505363,26.7030669,9.75321
Kepler-1049,287.3469567,47.7729078,162.006
Kepler-285,291.3908469,48.0655392,824.31
Kepler-569,283.507219,48.552633,638.301
Kepler-1723,294.4627362,46.8214022,811.278
TOI-1669,45.9564744,83.5874273,111.276
Kepler-298,283.0398448,48.8253303,518.204
K2-154,189.0015173,-2.6696217,129.356
Kepler-311,282.0612731,47.0854984,778.654
Kepler-1355,283.7414249,49.0679833,911.269
Kepler-1172,290.4744875,37.7665499,1306.53
Kepler-1363,296.9964872,49.2563228,541.714
K2-286,233.3698192,-16.7737113,76.1486
Kepler-405,291.4094615,38.3400107,1065.08
HD 7449,18.621465,-5.0479716,38.662
GJ 3090,20.4384281,-46.7147234,22.4751
Kepler-1563,288.5735936,51.4727698,616.697
Kepler-1538,283.345611,45.2743573,1125.3
HD 74156,130.6047813,4.5772338,57.603
WASP-41,190.6188034,-30.6398176,163.371
Kepler-123,296.9985853,42.7819633,1021.66
Kepler-1369,285.7972604,40.9361923,1236.56
Kepler-853,283.936781,49.1102748,568.676
Kepler-259,288.2119707,46.6150461,1002.14
Kepler-852,297.3915863,48.5606875,1619.03
WASP-192,223.6587187,-38.7445469,508.885
HD 1666,5.2180424,-19.9314823,117.908
Kepler-583,282.1113206,42.3545514,867.271
Kepler-791,293.5958044,39.0294267,1266.34
HD 110537,190.7462412,-4.0501059,45.0858
Kepler-80,296.1125759,39.9787451,369.451
HD 190360,300.9092476,29.894541,16.0069
HD 20329,49.178124,15.6563542,63.6796
KELT-10,284.5483823,-47.0033072,188.404
Kepler-39,296.9603348,46.0342954,1057.41
Kepler-1500,288.883474,39.7446547,1217.82
Kepler-516,295.6087625,38.7357368,687.094
Kepler-1424,290.9916648,40.2293347,661.421
Kepler-1402,291.8478341,48.9681664,1493.64
Kepler-238,287.8971066,40.6378141,1798.75
TOI-451 B,62.9548679,-37.9450084,122.799
Kepler-129,285.3111845,47.8484775,408.845
HD 156668,259.4183491,29.228161,24.3323
Kepler-773,290.8846217,38.0575539,547.026
Kepler-137,282.1355875,43.0391951,302.979
HD 93963 A,162.7766969,25.641065,82.3432
Kepler-26,284.9410627,46.5664505,335.307
Kepler-404,286.3985796,45.3435241,812.524
HD 13724,33.0859626,-46.8166738,43.465
KELT-2 A,92.6640226,30.9571333,134.058
TOI-3688 A,39.2823371,54.8512152,396.378
Kepler-758,293.0846115,41.1354049,1502.32
Kepler-53,290.4617926,40.5624966,1366.07
HD 100655,173.7653631,20.441541,137.178
Kepler-136,296.4673039,42.5987984,420.818
Kepler-1436,297.711553,46.7679816,2530.62
HD 4917,12.7762624,-12.9276648,204.277
WASP-55,203.7581951,-17.5034961,297.462
Kepler-133,297.2778906,48.3203542,653.6
KOI-3503,293.1507654,41.7291532,887.064
HAT-P-42,135.3443583,6.0970828,405.238
Kepler-863,297.6644677,43.2489903,1499.66
Kepler-819,295.3708312,39.1772925,664.306
Kepler-1871,292.4275044,38.4728824,854.623
Kepler-224,290.9342679,47.3575414,782.088
HD 179949,288.8890182,-24.1797939,27.4573
Kepler-1489,281.2957984,44.4654063,1283.05
Kepler-1677,298.493273,47.0130566,735.369
CoRoT-1,102.0798591,-3.1021394,787.909
Kepler-372,291.2562253,49.2589288,1493.95
Barnard's star,269.4486144,4.7379808,1.82655
Kepler-1559,292.2866565,42.0725948,614.827
eps CrB,239.3965057,26.8776171,69.8683
Kepler-1898,287.2058009,38.4981903,360.921
Kepler-1257,296.0756231,45.6270165,1105.95
Kepler-1092,297.7232008,47.1126833,981.233
Kepler-1129,291.6044965,41.3093275,1183.88
HD 187123,296.7428786,34.41899,45.9548
HD 175167,285.0033888,-69.9450664,71.0863
tau Boo,206.8134593,17.4571647,15.6521
Kepler-751,294.8438103,44.0776872,760.43
HD 27442,64.1205476,-59.3028771,18.2704
Kepler-1666,297.9516071,46.2647024,1379.37
Kepler-1291,289.3770051,40.0010791,897.352
Kepler-308,295.7852423,40.4395753,1335.92
KOI-1599,298.3738383,40.6184483,1131.64
HD 103720,179.1713308,-2.7791393,45.5352
HIP 107772,327.4977057,-41.2440371,23.6434
HD 156668,259.4183491,29.228161,24.3323
HAT-P-12,209.3886452,43.49331,142.751
Kepler-1207,295.0641963,49.3589615,1754.19
Kepler-1751,284.8465476,49.6923412,1291.47
Kepler-195,288.1209339,47.9666141,652.051
HD 69123,123.55499,-35.4899246,75.116
Kepler-281,294.1081465,44.7706524,1745.45
Kepler-416,291.5569554,39.2272923,690.819
Kepler-1438,289.289819,40.6816262,1154.13
Kepler-176,294.6679021,43.8532104,527.321
Kepler-68,291.0323102,49.0402129,144.166
Kepler-617,283.7407247,47.5161237,173.354
Kepler-1916,293.0705754,48.387679,2055.82
Kepler-364,281.5699998,47.3986233,891.462
WASP-92,246.6920395,51.0411328,575.889
GJ 504,199.192348,9.4249781,17.5299
Kepler-1197,291.6693437,42.5907441,486.94
Kepler-256,292.58042,46.0973588,1026.43
Kepler-343,291.960662,42.4329567,927.193
Kepler-231,293.9733913,50.531846,316.618
Kepler-108,294.5589885,46.0623952,338.732
K2-220,12.7700071,9.5167694,233.514
Kepler-571,286.5510448,49.418731,723.875
TOI-1798,211.0939367,46.5192825,113.181
Kepler-268,291.9761559,38.0550327,851.87
EPIC 212297394,207.2061241,-17.6098985,418.395
Kepler-226,292.3760942,47.8809596,980.138
Kepler-323,291.3822988,38.1274595,454.883
Kepler-763,292.1445534,47.1573604,962.459
Kepler-127,285.1899439,46.0280596,352.794
Kepler-850,293.0844515,48.5753645,1661.28
Kepler-1279,288.0955917,40.365909,1494.22
Kepler-231,293.9733913,50.531846,316.618
HATS-51,102.8474248,-29.0586551,389.57
GJ 896 A,352.9700384,19.9370011,6.26022
TOI-1450 A,286.8540627,59.0866254,22.4467
Kepler-816,293.3628165,39.2124394,983.697
WASP-121,107.6002312,-39.0972705,269.898
K2-84,55.8093566,16.6344396,284.876
WASP-36,131.5803897,-8.0269855,386.346
TOI-5726,123.3950504,68.5745899,108.848
Kepler-1539,284.2194566,44.2685146,748.326
Kepler-1350,288.250611,46.6794847,340.691
NGTS-26,217.6832961,-31.7324526,1093.69
Kepler-240,291.1587635,40.7502108,746.927
Kepler-128,282.4922622,43.9802442,396.379
Kepler-1900,291.8863206,44.4790319,1540.43
Kepler-269,290.2151459,41.775981,2257.32
Kepler-669,291.9361615,49.2539473,2063.41
HD 222237,354.9078642,-72.7253271,11.4469
Kepler-495,285.9307362,39.0981201,658.924
HD 46375,98.3030763,5.4625071,29.5529
Kepler-952,285.3718781,41.9938697,1304.25
WASP-11,47.3689472,30.6733817,124.73
Kepler-1563,288.5735936,51.4727698,616.697
Kepler-685,293.8719143,38.4229184,938.715
Kepler-631,296.885724,40.2281717,761.966
Kepler-131,288.5308924,40.942373,228.678
Kepler-941,294.3262617,47.2175461,1088.36
Kepler-290,286.4100307,42.6815137,694.627
Kepler-26,284.9410627,46.5664505,335.307
TOI-712,92.9361063,-65.8258386,58.6212
Kepler-30,285.2836483,38.9472625,914.221
WASP-18,24.3544618,-45.6777937,123.483
Kepler-130,288.4505905,40.2452006,316.663
Kepler-1715,293.9297337,41.6029048,522.605
HIP 67851,208.465364,-35.3146536,64.1181
Kepler-1399,293.3116962,46.0416516,1385.7
Kepler-1792,294.8400788,39.0859757,601.029
Kepler-315,298.0230967,43.3634761,1160.63
HAT-P-4,229.99122,36.229545,320.451
Kepler-757,296.6804876,41.3865279,1068.68
Kepler-246,296.4834007,42.6633806,626.078
WASP-80,303.1667996,-2.1444369,49.7876
Kepler-1222,294.889616,49.3798215,415.218
K2-122,126.4762179,20.3593384,72.0444
Kepler-1702,284.9724842,44.5674794,857.14
HD 30177,70.4770964,-58.0208085,55.5867
Kepler-932,296.9520797,43.2720233,465.612
Kepler-363,283.1920779,41.3054172,762.596
Kepler-54,294.7739245,43.0561976,271.701
Kepler-157,291.0972257,38.8756049,773.713
Kepler-973,290.1653203,49.9238126,328.52
Kepler-1835,280.3148152,43.9856885,1404.38
HD 93083,161.0866672,-33.5776794,28.5159
Kepler-619,290.8490899,48.4159782,900.678
Kepler-767,291.5791562,38.0358066,2251.03
Kepler-1417,290.9498966,40.605197,991.845
Kepler-1052,295.34273,46.6022134,943.444
GJ 504,199.192348,9.4249781,17.5299
HIP 65891,202.6050857,-58.6643937,150.292
HD 190360,300.9092476,29.894541,16.0069
HD 199509,317.3445632,-82.0274926,24.3056
18 Del,314.6078375,10.8391378,76.222
HD 209458,330.7950219,18.8842419,48.3016
TOI-2202,51.2284214,-73.9575458,235.933
Kepler-401,290.0827494,50.8634361,965.56
Kepler-256,292.58042,46.0973588,1026.43
HD 108236,186.5740627,-51.3630519,64.5978
NGC 2682 YBP 401,132.8293081,11.6710271,830.822
Kepler-358,293.2302333,48.2813901,1101.1
HD 108874,187.6126029,22.8794399,59.5175
Kepler-891,291.0837644,40.3552252,2340.58
Kepler-625,292.1504723,39.6375254,760.708
Kepler-206,291.6346564,41.8338415,594.447
Kepler-310,288.839278,46.9867472,602.268
Kepler-1464,287.2356828,38.7540824,1151.73
Kepler-9,285.5739904,38.4008192,628.257
Kepler-1547,283.7640396,42.2220992,674.695
Kepler-264,292.044628,37.3761861,942.173
Kepler-779 B,285.6293835,44.3116656,221.809
Kepler-1772,289.4381201,39.2703594,871.564
Kepler-344,292.4996101,46.3243406,1002.94
Kepler-723,284.8304434,44.6580932,1071.8
Kepler-1240,282.9997682,40.5574322,862.186
HD 197037,309.8869681,42.247593,33.1944
HD 165155,271.4893395,-29.9172536,63.3574
Kepler-1599,286.2208685,41.1511886,1328.2
HD 99109,171.0715576,-1.529761,54.7901
K2-266 B,157.9241878,0.9344027,77.6518
HD 5608,14.5594349,33.9505774,58.1105
Kepler-133,297.2778906,48.3203542,653.6
Kepler-657,291.1973006,47.3077545,1691.88
HD 205739,324.5351273,-31.7378373,92.5087
Kepler-1623,294.082697,39.5560655,837.481
GJ 486,191.981531,9.7494181,8.07426
gam Lib,233.8818636,-14.789502,47.4017
KOBE-1,19.1660378,25.3310358,23.9718
Kepler-58,296.3586251,39.1152033,969.252
Kepler-711,297.4600468,42.8398172,624.575
Kepler-189,287.5646296,44.3050662,591.534
Kepler-262,290.7287168,37.2526575,613.129
Kepler-192,287.9179379,45.5928829,651.674
Wendelstein-1,299.0506412,17.5699627,305.3
Kepler-215,294.9735313,45.2136867,485.997
Kepler-1758,297.7968197,39.9213378,1588.41
Kepler-342,292.6780488,46.7266813,781.611
Kepler-839,291.074684,45.242544,944.561
HD 135872,229.4213643,-5.2024735,82.4251
Kepler-363,283.1920779,41.3054172,762.596
HD 96700,166.9742616,-30.1751383,25.4111
Kepler-920,284.2969363,49.1585983,1001.68
HD 12661,31.1423525,25.4135632,37.8478
Kepler-329,299.2681646,45.2272852,439.719
HAT-P-41,297.3226523,4.6724124,348.185
Kepler-475,287.051694,40.2114232,280.069
HD 214823,340.0832062,31.7875183,101.368
HD 26161,62.4122255,31.6524346,40.9128
Kepler-446,282.2501047,44.921002,96.339
Kepler-106,300.864006,44.3375497,444.322
Kepler-1133,293.3224114,42.8674925,753.135
Kepler-1782,280.926162,44.0878036,305.792
Kepler-782,288.868246,47.75947,446.844
TOI-4860,183.563961,-13.1748411,80.1423
Kepler-304,294.4418031,40.5575408,434.684
Kepler-498,290.3581592,44.5187225,938.844
Kepler-645,290.3227098,44.0358625,1173.57
Kepler-130,288.4505905,40.2452006,316.663
Kepler-341,289.8615609,43.4727412,1047.03
Kepler-1365,292.1996573,42.0459944,840.128
K2-182,130.180046,10.9829509,154.83
Kepler-1551,295.7855238,39.9078956,1463.72
Kepler-1473,290.6365144,48.9961494,652.253
Kepler-266,294.4843821,44.1669355,1370.79
Kepler-310,288.839278,46.9867472,602.268
NGC 2682 Sand 364,132.4866957,11.6924845,817.192
Kepler-595,294.5703593,50.6730147,643.009
K2-264,131.3583524,19.698401,185.605
Kepler-109,290.3926795,40.2849074,474.861
K2-317,228.6188638,-21.0227209,176.291
CoRoT-3,292.0552827,0.1218359,768.771
Kepler-354,285.7515347,41.3356739,554.064
TOI-1696,65.280648,48.8198312,64.9172
Kepler-742,283.8659676,46.7896522,489.253
Kepler-154,289.7805393,49.8965624,915.212
Kepler-950,287.9565768,41.1302834,2161.6
Kepler-1823,283.754777,45.335125,724.971
K2-197,202.3934779,-7.3739779,247.637
Kepler-531,286.5246582,48.6835481,252.762
Kepler-266,294.4843821,44.1669355,1370.79
Kepler-290,286.4100307,42.6815137,694.627
Kepler-842,292.3285976,49.6535171,532.726
Kepler-1577,292.9552704,47.5730433,510.029
Kepler-431,281.1123072,43.2277663,486.546
TOI-1268,198.3885831,62.3053799,109.557
Kepler-32,297.8423073,46.5743595,323.847
Kepler-766,293.1845144,37.9698357,2297.62
Kepler-587,288.6706571,47.3991249,787.894
Kepler-439,280.8015188,44.0339733,757.048
Kepler-1754,295.4570818,50.0771838,718.945
HAT-P-26,213.1565508,4.0594175,141.837
Kepler-304,294.4418031,40.5575408,434.684
Kepler-354,285.7515347,41.3356739,554.064
Kepler-724,293.4548441,44.7927823,853.119
HAT-P-32,31.0427614,46.6878512,289.205
Kepler-1198,288.8339659,44.838198,743.03
Kepler-603,294.2809679,42.2909295,1539.63
Kepler-1193,288.1447323,51.2756446,802.116
Kepler-1192,282.1405603,43.8964934,1304.19
Kepler-968,285.6025889,50.1120401,290.324
TOI-858 B,60.1998256,-54.5929177,250.489
Kepler-281,294.1081465,44.7706524,1745.45
Kepler-287,290.9274282,48.4434588,835.86
Kepler-1767,293.6441248,46.9896696,820.506
Kepler-310,288.839278,46.9867472,602.268
Kepler-1565,297.9529793,40.8067876,629.93
Kepler-409,293.6792058,46.8527337,68.173
Kepler-1607,296.0598685,42.6560582,1286.1
Kepler-295,285.3458383,45.3677754,1699.19
Kepler-842,292.3285976,49.6535171,532.726
Kepler-418,294.4335228,38.3554729,1002.53
Kepler-1485,298.0954404,44.7370612,615.66
Kepler-1651,283.6282602,48.3908081,66.4074
Kepler-1477,281.2985305,42.6856727,680.828
HD 48948,102.489811,60.3373133,16.9043
Kepler-1474,294.6940261,45.866809,1180.9
Kepler-270,282.2001207,44.4222795,948.781
WASP-2,307.7255587,6.4293305,153.242
TrES-1,286.0408755,36.632536,159.658
Kepler-327,292.6422963,44.0876251,241.987
Kepler-1928,290.4406294,38.5235721,326.362
Kepler-106,300.864006,44.3375497,444.322
Kepler-337,290.0605123,47.1639533,677.975
Kepler-248,293.0613138,43.5813577,738.792
Kepler-105,287.8872376,46.2761224,459.223
Kepler-1749,290.2945805,45.5645196,268.2
Kepler-1236,295.6247375,42.5458739,999.64
HD 142,1.5836771,-49.0753625,26.1853
Kepler-197,295.2264739,50.5592348,330.575
Kepler-30,285.2836483,38.9472625,914.221
HD 112570,194.2824262,46.1765638,101.166
HD 159868,264.7466665,-43.1462347,55.8503
HATS-13,316.9614798,-26.0967205,421.855
Kepler-385,294.3385109,50.3365178,1432.61
WASP-3,278.6317411,35.6614312,231.161
Kepler-1388,283.3360156,47.1744499,453.795
Kepler-260,291.9259658,38.0140525,627.365
Kepler-995,284.6157154,39.130998,609.638
16 Cyg B,295.4656422,50.5168243,21.1397
HD 76920,133.820353,-67.2653621,184.031
Kepler-1555,287.6354587,45.7160327,2013.27
Kepler-1381,287.5357911,48.727783,1197.04
Gl 686,264.4764878,18.5959509,8.15728
Kepler-913,297.5830564,41.9523531,991.618
Kepler-269,290.2151459,41.775981,2257.32
TOI-4600,258.4503674,64.5661727,216.056
HD 190984,302.8779827,-64.6202728,148.187
Kepler-154,289.7805393,49.8965624,915.212
Kepler-1069,290.9792378,47.9889097,695.967
Kepler-764,297.3931183,47.1645814,1047.84
GJ 1151,177.7304866,48.3732334,8.03625
Kepler-1683,298.4501035,44.2840193,733.143
Kepler-1582,289.3765441,41.1580845,78.8906
HD 45184,96.1820205,-28.7806402,21.9532
Kepler-1833,290.8714239,45.4102813,591.602
Kepler-1023,289.0297232,49.7697034,694.175
Kepler-446,282.2501047,44.921002,96.339
Kepler-1210,292.8321598,48.2193376,1176.53
HD 168009,273.8847918,45.2088229,23.3032
70 Vir,202.1064898,13.7763085,17.9011
HD 108874,187.6126029,22.8794399,59.5175
HD 55696,108.0622029,-38.174639,77.9693
Kepler-415,293.8045041,38.6390517,530.487
Kepler-751,294.8438103,44.0776872,760.43
Kepler-1020,292.672471,46.3772776,415.358
Kepler-1027,287.5711746,42.8138159,405.104
WASP-19,148.4167672,-45.6591078,268.325
Kepler-1860,294.3508497,50.0809627,438.703
Kepler-1789,282.8631419,41.7966332,611.461
Kepler-1682,293.9835827,39.5728474,1159.85
GJ 436,175.5505363,26.7030669,9.75321
Kepler-1898,287.2058009,38.4981903,360.921
Kepler-1121,297.7865467,47.8861542,482.047
Kepler-1755,296.846092,40.1385777,982.383
Kepler-1944,296.5105045,39.1732645,1076.48
Kepler-977,291.5161959,42.2480736,568.751
Kepler-325,289.8354219,49.825607,823.242
KELT-2 A,92.6640226,30.9571333,134.058
HATS-38,154.2710615,-25.2762982,343.525
Kepler-453,283.2413322,46.3784691,442.846
Kepler-1221,285.8223636,45.7118423,913.65
Kepler-358,293.2302333,48.2813901,1101.1
TOI-2095,285.6365235,75.4185135,41.9176
Kepler-1695,293.6193001,46.4134015,791.175
Kepler-629,289.4179128,39.9450757,372.05
Kepler-141,297.9707271,47.7316041,301.183
Kepler-413,288.5106679,51.1624235,847.536
HR 8799,346.8701486,21.1340376,41.2441
Kepler-1189,298.4264116,47.9468194,782.852
WASP-16,214.6830109,-20.2754374,194.134
Kepler-243,285.1104819,42.0339619,693.86
Kepler-166,293.1600977,48.8812074,603.53
Kepler-1327,289.0648073,50.4609183,678.069
Kepler-1987,295.8254663,42.9433716,595.683
HD 89744,155.5433193,41.2289354,38.6364
Kepler-1897,294.2901043,39.126871,983.174
Kepler-237,283.2213438,40.421762,657.822
HN Lib,218.5684823,-12.5170062,6.24442
WASP-61,75.2996637,-26.0541438,488.66
Kepler-902,289.7317067,46.953875,1165.34
TOI-2445,43.3161555,0.0523366,48.582
HD 20782,50.0166232,-28.8543535,35.9864
HD 33564,80.6378979,79.2318488,20.9531
Kepler-1815,300.170472,43.9849048,1006.63
HD 37124,84.2599947,20.7289784,31.6634
Kepler-1907,280.7085829,47.3279236,292.111
Kepler-1903,290.8882981,51.2481617,1775.44
Kepler-1019,283.7175909,47.2043818,194.182
Kepler-1892,299.081007,42.0180957,851.595
Kepler-1538,283.345611,45.2743573,1125.3
Kepler-1978,286.0067312,38.0095407,865.512
Kepler-114,294.121482,48.3497977,259.533
Kepler-1329,281.6476437,48.2709523,588.037
Kepler-379,295.7010981,38.9458209,731.274
Kepler-135,290.4950939,38.7954956,621.855
HD 6434,16.1663441,-39.4904909,42.358
Kepler-585,286.5284924,43.8733751,585.187
OGLE-TR-132,162.6440933,-61.9572476,2012.62
Kepler-32,297.8423073,46.5743595,323.847
HD 217107,344.5647243,-2.3954489,20.0619
Kepler-989,281.5827983,47.2334674,491.978
K2-8,169.7935178,-0.2844389,403.513
TOI-2088,261.3748943,75.8822796,126.46
HD 20003,46.9090081,-72.3219221,41.8316
TOI-1107,155.6078632,-82.2188693,281.314
Kepler-904,288.8229001,40.38901,978.125
Kepler-372,291.2562253,49.2589288,1493.95
HD 114386,197.6652124,-35.0561807,27.9243
Kepler-916,290.9833818,45.9733334,830.712
KOI-12,297.4537402,41.0110188,399.398
Kepler-709,292.105272,42.3803077,664.843
K2-191,201.6391407,-12.8066737,287.188
Kepler-950,287.9565768,41.1302834,2161.6
Kepler-238,287.8971066,40.6378141,1798.75
Kepler-209,291.1694567,42.6407281,576.946
Kepler-1403,290.8676391,38.9600779,2163.9
HD 25015,59.4335463,-20.2673347,37.433
kap CrB,237.8080012,35.6558818,30.0651
Kepler-1279,288.0955917,40.365909,1494.22
HD 2952,8.2938367,54.8948177,110.103
Kepler-560,300.2066441,45.0182402,109.308
Kepler-1819,296.5600307,46.8574644,1363.19
Kepler-1723,294.4627362,46.8214022,811.278
HD 10697,26.2324076,20.0826974,33.1205
TOI-1224,37.1978356,-80.8991053,37.3312
K2-336,133.8382032,16.7940663,239.289
Kepler-1801,295.1640095,39.2014024,839.332
Kepler-1979,289.8429062,38.309622,1076.27
Kepler-82,292.8733696,42.9661583,904.326
Kepler-257,297.3159994,46.0232642,780.256
Kepler-1398,294.8661073,48.6389923,852.204
Kepler-57,293.6413146,44.6570692,644.14
Kepler-858,288.8488552,51.2090375,298.532
Kepler-736,285.3913092,46.1809293,1005.43
Kepler-780,281.7663511,44.2924898,557.652
HATS-45,101.9942455,-21.9107112,772.11
Kepler-1317,291.6118842,42.1159787,728.303
Kepler-1767,293.6441248,46.9896696,820.506
Kepler-651,287.3327284,46.2034366,509.408
Kepler-759,290.1314231,41.3814345,1073.48
Kepler-1082,289.3586737,50.5984489,739.557
Kepler-1302,290.9892462,50.308064,634.58
TIC 166184426,206.1050831,-40.3364032,22.4731
tau Cet,26.0093029,-15.9337987,3.60304
Kepler-1169,294.9115874,46.4914718,522.823
Kepler-550,297.7001786,47.8637046,531.944
Kepler-629,289.4179128,39.9450757,372.05
TOI-2796,84.1527191,0.8962788,350.343
Kepler-624,295.1933631,39.5396946,748.188
Kepler-585,286.5284924,43.8733751,585.187
Kepler-1759,298.4656275,48.5593334,385.348
Kepler-1403,290.8676391,38.9600779,2163.9
HIP 96895,295.4529704,50.5243764,21.1389
tau Boo,206.8134593,17.4571647,15.6521
tau Cet,26.0093029,-15.9337987,3.60304
K2-34,127.5787231,22.2359194,348.646
GJ 504,199.192348,9.4249781,17.5299
Kepler-918,298.2007268,48.2677925,1025.03
Kepler-168,294.7101832,39.8250437,1343.6
Kepler-1863,282.2397185,43.2440854,865.546
Kepler-1078,293.2005664,43.0500379,2481.71
